Sr.no,ID,Name of News,youtube link,https://youtu.be/ATOcPSGRgVk?si=pnFohU9qeZqgbPXj,Duration,standard duration,Publishing year,Media Organization,Auidio Quality,single speaker,Country,Pecha Tools,Group,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26
247.0,STT_NW0234,ལྷ་སའི་གསར་འགྱུར།34,https://github.com/MonlamAI/tibetan-News-Audio/releases/download/News/34.MP4,MP4,0:00:00,,,Lhasa News,Good,True,India,not upload,,,,,,,,,,,,,,
248.0,STT_NW0235,ལྷ་སའི་གསར་འགྱུར།35,https://github.com/MonlamAI/tibetan-News-Audio/releases/download/News/35.MP4,MP4,0:00:00,,,Lhasa News,Good,True,India,not upload,,,,,,,,,,,,,,
249.0,STT_NW0236,ལྷ་སའི་གསར་འགྱུར།36,https://github.com/MonlamAI/tibetan-News-Audio/releases/download/News/36.MP4,MP4,0:00:00,,,Lhasa News,Good,True,India,not upload,,,,,,,,,,,,,,
250.0,STT_NW0237,ལྷ་སའི་གསར་འགྱུར།37,https://github.com/MonlamAI/tibetan-News-Audio/releases/download/News/37.MP4,MP4,0:00:00,,,Lhasa News,Good,True,India,not upload,,,,,,,,,,,,,,
251.0,STT_NW0238,ལྷ་སའི་གསར་འགྱུར།38,https://github.com/MonlamAI/tibetan-News-Audio/releases/download/News/38.MP4,MP4,0:00:00,,,Lhasa News,Good,True,India,not upload,,,,,,,,,,,,,,
252.0,STT_NW0239,ལྷ་སའི་གསར་འགྱུར།39,https://github.com/MonlamAI/tibetan-News-Audio/releases/download/News/39.MP4,MP4,0:00:00,,,Lhasa News,Good,True,India,not upload,,,,,,,,,,,,,,
253.0,STT_NW0240,ལྷ་སའི་གསར་འགྱུར།40,https://github.com/MonlamAI/tibetan-News-Audio/releases/download/News/40.mov,MOV,0:00:00,,,Lhasa News,Good,True,India,not upload,,,,,,,,,,,,,,
254.0,STT_NW0241,CAMPAIGN SLOGANS - VISUAL EXPLAINER,https://youtu.be/WQuu91e8skE?si=Wi0CQQyb0MO6eaMF,Youtube,0:00:00,00:03:00,,VOA  Tibetan,Good,True,India,not upload,,,,,,,,,,,,,,
255.0,STT_NW0242,Watch Kunleng Full Broadcast Jun 17 2024 VOA Tibetan ཀུན་གླེང་ཐད་གཏོང་། ༢༠༢༤ ཟླ་ ༦ ཚེས་༡༧,https://www.youtube.com/live/18yApde6e1M?si=O6-pAbXLbf9y7S82,Youtube,0:00:00,00:29:40,,VOA  Tibetan,Good,True,India,not upload,,,,,,,,,,,,,,
256.0,STT_NW0243,དྲ་བརྙན་གསར་འགྱུར། ༢༠༡༨ ཟླ་ ༥ཚེས་༣,https://youtu.be/VMANy0NSL9A?si=bkWb5pYZf3VPVm63,Youtube,0:00:00,00:05:05,,VOA  Tibetan,Good,True,India,not upload,,,,,,,,,,,,,,
257.0,STT_NW0244,Watch Kunleng Full Broadcast Jun 12 2024 VOA Tibetan ཀུན་གླེང་ཐད་གཏོང་། ༢༠༢༤ ཟླ་ ༦ ཚེས་༡༢,https://www.youtube.com/live/b_CZG_H97-c?si=ES7a52u8kzTA0_Lm,Youtube,0:00:00,00:29:40,,VOA  Tibetan,Good,True,India,not upload,,,,,,,,,,,,,,
258.0,STT_NW0245,"ཀུན་གླེང་གསར་འགྱུར། ༢༠༢༤ ཟླ་༦ ཚེས་༡༠ Kunleng News Jun 10, 2024",https://youtu.be/RPk7G0GJxe4?si=8yhbBTcwZlH-uHGC,Youtube,0:00:00,00:10:42,,VOA  Tibetan,Good,True,India,not upload,,,,,,,,,,,,,,
259.0,STT_NW0246,"གསར་འགྱུར་ཕྱོགས་བསྡུས། ༢༠༢༤ ཟླ་ ༥་ཚེས་༢༡ Headline News: May 21, 2024",https://youtu.be/sLnGbwadyvU?si=9JOArPgp3P-hRNQz,Youtube,0:00:00,00:05:00,,VOA  Tibetan,Good,True,India,not upload,,,,,,,,,,,,,,
260.0,STT_NW0247,"Kunleng News June 13, 2024",https://youtu.be/Xr2iPHVl5v8?si=5fXnXA7J2Wi2sJIa,Youtube,0:00:00,00:08:54,,VOA  Tibetan,Good,True,India,not upload,,,,,,,,,,,,,,
261.0,STT_NW0248,ལོ་ངོ་དྲུག་བཅུའི་རྗེས་སུ་ཨ་རིའི་ཁོ་ལོ་ར་ཌོར་བོད་མིར་དམག་སྦྱོང་བྱེད་ས་ངོས་འཛིན།,https://youtu.be/Ojc2pYiYJRI?si=x7BxTKFutmCURdiX,Youtube,0:00:00,00:04:18,,VOA  Tibetan,Good,True,India,not upload,,,,,,,,,,,,,,
262.0,STT_NW0249,སྲི་ཞུའི་ཞབས་ལོ་༢༠ ཡན་ལོན་མཁན་ཚོར་སྲོང་བཙན་སྐུ་བརྙན་སྩལ།,https://youtu.be/RlTiKqbKpxU?si=Xjqi11T-Yy45yzCp,Youtube,0:00:00,00:02:39,,VOA  Tibetan,Good,True,India,not upload,,,,,,,,,,,,,,
263.0,STT_NW0250,"ཀུན་གླེང་གསར་འགྱུར། ༢༠༢༤ ཟླ་༦ ཚེས་༧ Kunleng News June 7, 2024",https://youtu.be/AWwgvVRVzbc?si=gv4AoSRGFgw3AwCD,Youtube,0:00:00,00:26:21,,VOA  Tibetan,Good,True,India,not upload,,,,,,,,,,,,,,
264.0,STT_NW0251,"ཨ་རིའི་གྲོས་ཚོགས་སུ་དྲུག་བཞིའི་ལས་འགུལ་དུས་དྲན་༣༥ པ་སྲུང་བརྩི། US Congress June 4th,1988 Anniversary",https://youtu.be/LKLaOQc8dAM?si=_6rzGiL98UWfQy6_,Youtube,0:00:00,00:04:14,,VOA  Tibetan,Good,True,India,not upload,,,,,,,,,,,,,,
265.0,STT_NW0252,"Kunleng News May 31, 2024 ཀུན་གླེང་གསར་འགྱུར། ༢༠༢༤ ཟླ་༥ ཚེས་༣༡",https://youtu.be/Pensv8-cS3M?si=KKa5JXdL7TwsGIRX,Youtube,0:00:00,00:23:15,,VOA  Tibetan,Good,True,India,not upload,,,,,,,,,,,,,,
266.0,STT_NW0253,"གསར་འགྱུར་ཕྱོགས་བསྡུས། ༢༠༢༤ ཟླ་ ༥ ཚེས་༢༨ Headline New: May 28, 2024",https://youtu.be/m_NoJBX4nsc?si=4bVOPmDpr1WtKDmn,Youtube,0:00:00,00:05:00,,VOA  Tibetan,Good,True,India,not upload,,,,,,,,,,,,,,
267.0,STT_NW0254,"ཀུན་གླེང་གསར་འགྱུར། ༢༠༢༤ ཟླ་༥ ཚེས་༢༢ Kunleng News May 22, 2024",https://youtu.be/idYQhMX14BE?si=xIQBhwQ4obqGiUAh,Youtube,0:00:00,00:16:49,,VOA  Tibetan,Good,True,India,not upload,,,,,,,,,,,,,,
268.0,STT_NW0255,ཆུ་གློག་འཛུགས་སྐྲུན་གྱི་ཉེན་ཁ་དང་བོད་མིར་འཕྲད་ཀྱིན་པའི་དཀའ་ངལ། China's Hydropower Plans in Tibet,https://youtu.be/prmIziswKrk?si=6cQ-DmT9l0gUqSTd,Youtube,0:00:00,00:18:45,,VOA  Tibetan,Good,True,India,Uploaded,Group B,ཀུན་བཟང་ལས་མཚམས,,,,,,,,,,,,
269.0,STT_NW0256,"ཀུན་གླེང་གསར་འགྱུར། ༢༠༢༤ ལོའི་ཟླ་༦ ཚེས་༡༢ Kunleng News June 12th, 2024",https://youtu.be/G2G2_397gVU?si=IxXIYY7riA7YbrVh,Youtube,0:00:00,00:09:28,,VOA  Tibetan,Good,True,India,Uploaded,Group B,,,,,,,,,,,,,
270.0,STT_NW0257,བདུན་འདིའི་གསར་འགྱུར་ཕྱོགས་བསྒྲིགས་ལས་རིམ།,https://youtu.be/_nIYcAgpJwM?si=HYvQ1wpX-hKIZFqx,Youtube,0:06:00,00:06:14,,བོད་ཀྱི་བང་ཆེན།,Good,True,India,Uploaded,Group B,,,,,,,,,,,,,
271.0,STT_NW0258,བོད་ཀྱི་བང་ཆེན་གསར་ཁང་གིས་གསར་འགྱུར་ཕྱོགས་བསྡུས་ལེ་ཚན།,https://youtu.be/809uEWD9f4M?si=V2WDnuETOEgvZfD8,yuotube ,00:09:00,00:09:40,,བོད་ཀྱི་བང་ཆེན།,Good,True,India,Uploaded,Group B,,,,,,,,,,,,,
272.0,STT_NW0259,བོད་ཀྱི་བང་ཆེན་གསར་ཁང་གིས་བདུན་རེའི་གསར་འགྱུར་ཕྱོགས་བསྡུས་ལེ་ཚན།,https://youtu.be/jzMY_gpc5BQ?si=TJuwFr6rYDHJE47O,youtube,0:07:00,00:07:47,,བོད་ཀྱི་བང་ཆེན།,Good,True,India,Uploaded,Group B,,,,,,,,,,,,,
273.0,STT_NW0260,བདུན་འདིའི་གལ་ཆེའི་གསར་འགྱུར་ཕྱོགས་བསྡུས། Weekly News,https://youtu.be/9cwj8SV60MA?si=GUOkqamHRE_3nel4,youtube,0:07:00,00:07:25,,བོད་ཀྱི་བང་ཆེན།,Good,True,India,Uploaded,Group B,,,,,,,,,,,,,
274.0,STT_NW0261,བདུན་འདིའི་གལ་ཆེའི་གསར་འགྱུར་ཕྱོགས་བསྡུས། Weekly News,https://youtu.be/Auy8vJn0AvM?si=G_JNLo2xmF6eRLlD,youtube,00:09:00,00:09:26,,བོད་ཀྱི་བང་ཆེན།,Good,True,India,Uploaded,Group B,,,,,,,,,,,,,
275.0,STT_NW0262,བདུན་འདིའི་གལ་ཆེའི་གསར་འགྱུར་ཕྱོགས་བསྡུས། Weekly News,https://youtu.be/Sl_DL8Bb-jU?si=WoCUkg1d_KeD6ZOm,youtube,0:08:00,00:08:36,,བོད་ཀྱི་བང་ཆེན།,Good,True,India,Uploaded,Group B,,,,,,,,,,,,,
276.0,STT_NW0263,བདུན་འདིའི་གལ་ཆེའི་གསར་འགྱུར་ཕྱོགས་བསྡུས། Weekly News,https://youtu.be/8iw4M1xfO94?si=hH4aNQzkVY5z2Kbj,youtube,00:06,00:06:52,,བོད་ཀྱི་བང་ཆེན།,Good,True,India,Uploaded,Group B,,,,,,,,,,,,,
277.0,STT_NW0264,བདུན་འདིའི་གལ་ཆེའི་གསར་འགྱུར་ཕྱོགས་བསྡུས། Weekly News,https://youtu.be/Q2-0TAXTJ1I?si=bS3hPH1ztZ1O1vvf,youtube,00:10:06,00:10:06,,བོད་ཀྱི་བང་ཆེན།,Good,True,India,Uploaded,Group B,,,,,,,,,,,,,
278.0,STT_NW0265,བདུན་འདིའི་གལ་ཆེའི་གསར་འགྱུར་ཕྱོགས་བསྡུས།,https://youtu.be/mMblJCbGooM?si=qHBTVxyv99IZ8nM1,youtube,0:06:00,00:06:44,,བོད་ཀྱི་བང་ཆེན།,Good,True,India,Uploaded,Group B,,,,,,,,,,,,,
279.0,STT_NW0266,བདུན་འདིའི་གལ་ཆེའི་གསར་འགྱུར་ཕྱོགས་བསྡུས། Weekly News,https://youtu.be/yJ9C9Rvk_mY?si=HOtWsXhMOXRuzmpu,youtube,0:09:49,00:09:41,,བོད་ཀྱི་བང་ཆེན།,Good,True,India,Uploaded,Group B,,,,,,,,,,,,,
280.0,STT_NW0267,བདུན་འདིའི་གལ་ཆེའི་གསར་འགྱུར་ཕྱོགས་བསྡུས། Weekly News,https://youtu.be/TxIA2LqUxoE?si=yelnxeou9CepKRqq,youtube,0:07:37,00:07:37,,བོད་ཀྱི་བང་ཆེན།,Good,True,India,Uploaded,Group B,,,,,,,,,,,,,
281.0,STT_NW0268,བོད་རྒྱལ་ལོ་ ༢༡༥༠ ལོའི་བོད་དང་བཙན་བྱོལ་ནང་གིས་གསར་འགྱུར་ཆེ་ཁག་ཕྱོགས་བསྡུས།,https://youtu.be/9-NcbfCshsA?si=-2bEgfGwLv8DNLRZ,youtube,0:13:39,00:13:40,,བོད་ཀྱི་བང་ཆེན།,Good,True,India,Uploaded,Group B,,,,,,,,,,,,,
282.0,STT_NW0269,བདུན་འདིའི་གལ་ཆེའི་གསར་འགྱུར་ཕྱོགས་བསྡུས། Weekly News,https://youtu.be/fiJZ1tugUOA?si=75lqDOU6mTRsOWFk,youtube,0:11:26,00:11:27,,བོད་ཀྱི་བང་ཆེན།,Good,True,India,Uploaded,Group B,,,,,,,,,,,,,
283.0,STT_NW0270,བདུན་འདིའི་གལ་ཆེའི་གསར་འགྱུར་ཕྱོགས་བསྡུས། Weekly News,https://youtu.be/F0dQVg-8gC0?si=RXXFaJPX7LIWWEDc,youtube,0:09:19,00:09:19,,བོད་ཀྱི་བང་ཆེན།,Good,True,India,Uploaded,Group B,,,,,,,,,,,,,
284.0,STT_NW0271,བདུན་འདིའི་གལ་ཆེའི་གསར་འགྱུར་ཕྱོགས་བསྡུས། Weekly News,https://youtu.be/jJJ_FK6KW8k?si=GRLPo_y-08dhYzaT,youtube,0:07:32,00:07:24,,བོད་ཀྱི་བང་ཆེན།,Good,True,India,Uploaded,Group B,,,,,,,,,,,,,
285.0,STT_NW0272,བདུན་འདིའི་གལ་ཆེའི་གསར་འགྱུར་ཕྱོགས་བསྡུས། Weekly News,https://youtu.be/58ib7NlfRZk?si=0LbdAAi9tlJm9Gc2,youtube,0:09:43,00:09:44,,བོད་ཀྱི་བང་ཆེན།,Good,True,India,Uploaded,Group B,,,,,,,,,,,,,
286.0,STT_NW0273,བདུན་འདིའི་གལ་ཆེའི་གསར་འགྱུར་ཕྱོགས་བསྡུས། Weekly News,https://youtu.be/8-m4udtYH2U?si=78ou6J0ZWLK4le0z,youtube,0:13:57,00:13:57,,བོད་ཀྱི་བང་ཆེན།,Good,True,India,Uploaded,Group A,,,,,,,,,,,,,
287.0,STT_NW0274,བདུན་འདིའི་གལ་ཆེའི་གསར་འགྱུར་ཕྱོགས་བསྡུས། Weekly News,https://youtu.be/_tfzJw5dZXU?si=bY23Okz5skdmpQ4J,youtube,0:06:40,00:06:40,,བོད་ཀྱི་བང་ཆེན།,Good,True,India,Uploaded,Group A,,,,,,,,,,,,,
288.0,STT_NW0275,བདུན་འདིའི་གལ་ཆེའི་གསར་འགྱུར་ཕྱོགས་བསྡུས། Weekly News,https://youtu.be/8zsK3rts8Ho?si=kUWbBaC7EBf0a-nb,youtube,0:10:40,00:10:40,,བོད་ཀྱི་བང་ཆེན།,Good,True,India,Uploaded,Group A,,,,,,,,,,,,,
289.0,STT_NW0276,བདུན་འདིའི་གལ་ཆེའི་གསར་འགྱུར་ཕྱོགས་བསྡུས། Weekly News,https://youtu.be/AhZ68uizlxM?si=ewcF6UTza0iDvG0M,youtube,0:06:36,00:08:32,,བོད་ཀྱི་བང་ཆེན།,Good,True,India,Uploaded,Group A,,,,,,,,,,,,,
290.0,STT_NW0277,བདུན་འདིའི་གལ་ཆེའི་གསར་འགྱུར་ཕྱོགས་བསྡུས། Weekly News,https://youtu.be/AhZ68uizlxM?si=icKZHNZFZ38YCUAN,youtube,0:08:32,00:08:32,,བོད་ཀྱི་བང་ཆེན།,Good,True,India,Uploaded,Group A,,,,,,,,,,,,,
291.0,STT_NW0278,བདུན་འདིའི་གལ་ཆེའི་གསར་འགྱུར་ཕྱོགས་བསྡུས། Weekly News,https://youtu.be/IVFvKCFlC6o?si=duzNgT60uT7iF0Gu,youtube,0:08:06,00:08:07,,བོད་ཀྱི་བང་ཆེན།,Good,True,India,Uploaded,Group A,,,,,,,,,,,,,
292.0,STT_NW0279,བདུན་འདིའི་གལ་ཆེའི་གསར་འགྱུར་ཕྱོགས་བསྡུས། Weekly News,https://youtu.be/I_uLmAYkBrA?si=NTcAWbmCTPuD3zBh,youtube,0:08:35,00:08:36,,བོད་ཀྱི་བང་ཆེན།,Good,True,India,Uploaded,Group A,,,,,,,,,,,,,
293.0,STT_NW0280,བདུན་འདིའི་གལ་ཆེའི་གསར་འགྱུར་ཕྱོགས་བསྡུས། Weekly News,https://youtu.be/ogF3ojjDwuE?si=GKJE81dVWDw4U9TF,youtube,0:07:40,00:07:41,,བོད་ཀྱི་བང་ཆེན།,Good,True,India,Uploaded,Group A,,,,,,,,,,,,,
294.0,STT_NW0281,བདུན་འདིའི་གལ་ཆེའི་གསར་འགྱུར་ཕྱོགས་བསྡུས། Weekly News,https://youtu.be/1JVlDhNJMFs?si=_FtOdskwVquaDq6r,youtube,0:10:02,00:10:02,,བོད་ཀྱི་བང་ཆེན།,Good,True,India,Uploaded,Group A,,,,,,,,,,,,,
295.0,STT_NW0282,བདུན་འདིའི་གལ་ཆེའི་གསར་འགྱུར་ཕྱོགས་བསྡུས། Weekly News,https://youtu.be/rzH_t64VVck?si=ja1f2BZvexnpCJ2Y,youtube,0:09:29,00:09:30,,བོད་ཀྱི་བང་ཆེན།,Good,True,India,Uploaded,Group A,,,,,,,,,,,,,
296.0,STT_NW0283,བདུན་འདིའི་གལ་ཆེའི་གསར་འགྱུར་ཕྱོགས་བསྡུས། Weekly News,https://youtu.be/S3NxFwg7YIk?si=i-FQyGpY-gxxRgjl,youtube,0:06:01,00:06:02,,བོད་ཀྱི་བང་ཆེན།,Good,True,India,Uploaded,Group A,,,,,,,,,,,,,
297.0,STT_NW0284,བདུན་འདིའི་གལ་ཆེའི་གསར་འགྱུར་ཕྱོགས་བསྡུས། Weekly News,https://youtu.be/Zk_nPCAsHxQ?si=8D_8WL31kguI3Ftv,youtube,0:10:11,00:10:12,,བོད་ཀྱི་བང་ཆེན།,Good,True,India,Uploaded,Group A,,,,,,,,,,,,,
298.0,STT_NW0285,ཕྱི་ལོ་༢༠༢༣ ལོའི་རྒྱལ་སྤྱིའི་གསར་འགྱུར་ཆེ་ཁག་བཅུ། Top 10 News of 2023,https://youtu.be/hgbQ8VkrAHM?si=XDgtWW-oED7I1oCP,youtube,0:06:32,00:06:33,,བོད་ཀྱི་བང་ཆེན།,Good,True,India,Uploaded,Group A,,,,,,,,,,,,,
299.0,STT_NW0286,"བོད་ཀྱི་བརྙན་འཕྲིན་གྱི་ཉིན་རེའི་གསར་འགྱུར། ༢༠༢༤།༠༦།༢༠ TV Daily News June 20, 2024",https://youtu.be/cfNRvysnuc4?si=Tsgj8b-Swcugsn0Y,youtube,0:06:13,00:06:13,,TibetTV,Good,True,India,Uploaded,Group A,,,,,,,,,,,,,
300.0,STT_NW0287,"Kunleng News June 06, 2024",https://youtu.be/edJTwsjptOU?si=td9PfFEOnW0B5hCR,youtube,0:12:17,00:12:17,,VOA  Tibetan,Good,True,India,Uploaded,Group A,,,,,,,,,,,,,
301.0,STT_NW0288,ཞིས་ཅིན་ཕིང་G20་ལྷན་ཚོགས་ལ་ཞུགས་ཀྱི་མེད་པ། Xi Jinping Skipping G20,https://youtu.be/N8EkPZNOE-g?si=el3FWMKTz7-M5-Kt,youtube,0:20:18,00:20:19,,VOA  Tibetan,Good,True,India,Uploaded,Group A,,,,,,,,,,,,,
302.0,STT_NW0289,རྒྱལ་སྤྱིའི་གསར་འགྱུར། ༢༠༢༠ ཟླ་ ༨ ཚེས་༢༧,https://youtu.be/DXSjWaJieyU?si=mk0-0PLaAH7nuiv8,youtube,0:04:58,00:04:59,,VOA  Tibetan,Good,True,India,Uploaded,Group A,,,,,,,,,,,,,
303.0,STT_NW0290,"Kunleng News Dec 4, 2020 ཀུན་གླེང་གསར་འགྱུར། ༢༠༢༠ ཟླ་ ༡༢ ཚེས་༤",https://youtu.be/os54WX4KUZM?si=AzPBsWAVJKXdEOa_,youtube,0:17:24,00:17:25,,VOA  Tibetan,Good,True,US,Uploaded,Group A,,,,,,,,,,,,,
304.0,STT_NW0291,"Kunleng News Sep 4, 2020 ཀུན་གླེང་གསར་འགྱུར། ༢༠༢༠ ཟླ་ ༩ ཚེས་༤",https://youtu.be/prY0H394Oxo?si=r_UysBbCzXBOWoSH,youtube,0:18:33,00:18:34,,VOA  Tibetan,Good,True,US,Uploaded,Group A,,,,,,,,,,,,,
305.0,STT_NW0292,ཀུན་གླེང་གསར་འགྱུར། ༢༠༡༦ཟླ་ ༥ ཚེས་༢༩,https://youtu.be/UJYGdNoqp58?si=V1Nh2qZy4tNaHB5D,youtube,0:13:07,00:13:08,,VOA  Tibetan,Good,True,US,Uploaded,Group A,,,,,,,,,,,,,
306.0,STT_NW0293,"Kunleng News Jan 26, 2024 ཀུན་གླེང་གསར་འགྱུར། ༢༠༢༤ ཟླ་༡ ཚེས་༢༦",https://youtu.be/vjpUG2DiXmY?si=Dy8IXGLpk-MDTxjI,youtube,0:24:58,00:24:58,,VOA  Tibetan,Good,True,US,Uploaded,Group A,,,,,,,,,,,,,
307.0,STT_NW0294,"གསར་འགྱུར་ཕྱོགས་བསྡུས། ༢༠༢༤ ཟླ་ ༣ ཚེས་༡༩ Headline News: Mar 19, 2024",https://youtu.be/wL0uovidhBQ?si=0swD4cuIevLpWCG6,youtube,00:05:00,00:05:00,,VOA  Tibetan,Good,True,US,Uploaded,Group A,,,,,,,,,,,,,
308.0,STT_NW0295,"གསར་འགྱུར་ཕྱོགས་བསྡུས། ༢༠༢༤ ལོའི་ཟླ་༤ ཚེས་༡༨ Headline News: April 18, 2024",https://youtu.be/BHSrhjjhDyM?si=ut3ZmU18Z5k4EKgh,youtube,0:05:43,00:05:44,,VOA  Tibetan,Good,True,US,Uploaded,Group A,,,,,,,,,,,,,
309.0,STT_NW0296,"Kunleng News Apr 19, 2024",https://youtu.be/Pt7ycBSgr3A?si=Alja7hgE41D9yWtf,youtube,0:17:43,00:17:43,,VOA  Tibetan,Good,True,US,Uploaded,Group A,,,,,,,,,,,,,
310.0,STT_NW0297,Watch Kunleng Full Broadcast Jun 18 2024 VOA Tibetan ཀུན་གླེང་ཐད་གཏོང་། ༢༠༢༤ ཟླ་ ༦ ཚེས་༡༨,https://www.youtube.com/live/fNs1Gv6Di7A?si=P_ZatAXfDm0-7slJ,youtube,0:29:10,00:29:10,,VOA  Tibetan,Good,True,US,Uploaded,Group A,,,,,,,,,,,,,
311.0,STT_NW0298,"བོད་ཀྱི་བརྙན་འཕྲིན་གྱི་ཉིན་རེའི་གསར་འགྱུར། ༢༠༢༤།༦།༡༨ TTV Daily News June 18,2024",https://youtu.be/BRDvU5H8FRE?si=IuZKHleHQkki8alB,youtube,0:09:03,00:09:03,,TibetTV,Good,True,India,Uploaded,Group A,,,,,,,,,,,,,
312.0,STT_NW0299,དྲུག་བཞིའི་ལས་འགུལ་བྱུང་ནས་མི་ལོ་༣༥ འཁོར་བ། The Tiananmen Square Massacre - Lessons and Reflections.,https://youtu.be/aGKAEFfyvIQ?si=2tUfrAsa0_ThzBKN,youtube,0:23:55,00:23:56,,VOA  Tibetan,Good,True,US,Uploaded,Group A,,,,,,,,,,,,,
313.0,STT_NW0300,ཨ་རིའི་བོད་མི། ཕུན་ཚོགས་སྡེ་བཞི།,https://youtu.be/64QwYW42kr0?si=5xACpd-mCcA-JEk7,youtube,0:09:45,00:09:45,,VOA  Tibetan,Good,True,US,Uploaded,Group A,,,,,,,,,,,,,
314.0,STT_NW0301,"Kunleng News Jun 26, 2019 ཀུན་གླེང་གསར་འགྱུར། ༢༠༡༩ཟླ་ ༦ ཚེས་༢༦",https://youtu.be/ATOcPSGRgVk?si=pnFohU9qeZqgbPXj,youtube,0:21:29,00:21:30,,VOA  Tibetan,Good,True,US,Uploaded,Group A,,,,,,,,,,,,,
315.0,STT_NW0302,རྒྱལ་སྤྱིའི་གསར་འགྱུར། ༢༠༡༩ ཟླ་ ༦ ཚེས་༢༠,https://youtu.be/VJUhZyRs8do?si=b7LaU8n1eVDiZKaR,youtube,0:04:57,00:04:57,,VOA  Tibetan,Bad,True,US,Uploaded,Group A,,,,,,,,,,,,,
316.0,STT_NW0303,"བདུན་ཕྲག་འདིའི་བོད་དོན་གསར་འགྱུར་ཕྱོགས་བསྡུས། ༢༠༢༤།༠༥།༡༧ Tibet This Week (Tibetan)-May 17, 2024",https://youtu.be/ILOShqt1mHQ?si=USjQkSZS4VvtOpnN,YouTube ,0:14:54,00:14:55,,TibetTV,Good,True,India,Uploaded,Group A,,,,,,,,,,,,,
317.0,STT_NW0304,ཀུན་གླེང་གསར་འགྱུར། ༢༠༡༨ཟླ་ ༡༡ ཚེས་༢༣,https://youtu.be/WQhABtYeKyc?si=mvekoPdxuRtz4ESR,YouTube ,0:17:38,00:17:39,,VOA  Tibetan,Good,True,US,Uploaded,Group A,,,,,,,,,,,,,
318.0,STT_NW0305,"བོད་ཀྱི་བརྙན་འཕྲིན་གྱི་ཉིན་རེའི་གསར་འགྱུར། ༢༠༢༤།༠༦།༡༧ TV Daily News June 17, 2024",https://youtu.be/sGFgWaOQsk8?si=Iacl1Zu-kTTTXERh,YouTube ,0:10:22,00:10:22,,TibetTV,Good,True,India,Uploaded,Group A,,,,,,,,,,,,,
319.0,STT_NW0306,"བདུན་ཕྲག་འདིའི་བོད་དོན་གསར་འགྱུར་ཕྱོགས་བསྡུས། ༢༠༢༤།༠༦།༡༤ Tibet This Week (Tibetan)-June 14, 2024",https://youtu.be/g3efgfUHV24?si=SoFcI0bEQQADRTXZ,YouTube ,0:09:33,00:09:34,,TibetTV,Good,True,India,Uploaded,Group A,,,,,,,,,,,,,
320.0,STT_NW0307,བདུན་འདིའི་གལ་ཆེའི་གསར་འགྱུར་ཕྱོགས་བསྡུས། Weekly News,https://youtu.be/3-TbmcMFBZE?si=QVeCyYG6nQrFpJPr,YouTube ,0:10:12,00:10:12,,བོད་ཀྱི་བང་ཆེན།,Good,True,India,Uploaded,Group A,,,,,,,,,,,,,
321.0,STT_NW0308,Watch Kunleng Full Broadcast Live Jun 21 2024 VOA Tibetan ཀུན་གླེང་ཐད་གཏོང་། ༢༠༢༤ ཟླ་ ༦ ཚེས་༢༡,https://www.youtube.com/live/bmz0hZAPilg?si=_0RKL01Nmam1F4N5,YouTube ,0:29:26,00:29:26,,VOA  Tibetan,Good,True,US,Uploaded,Group A,,,,,,,,,,,,,
322.0,STT_NW0309,ཀུན་གླེང་གསར་འགྱུར། ༢༠༡༨ཟླ་ ༢ ཚེས་༢༣,https://youtu.be/BMjH0iSWeZQ?si=fXhQv4nOvIP8WgPl,YouTube ,0:16:50,00:16:50,,VOA  Tibetan,Good,True,US,Uploaded,Group A,,,,,,,,,,,,,
323.0,STT_NW0310,"བདུན་ཕྲག་འདིའི་བོད་དོན་གསར་འགྱུར་ཕྱོགས་བསྡུས། ༢༠༢༤།༠༦།༢༡ Tibet This Week (Tibetan)-June 21, 2024",https://youtu.be/j1_xXVlnMc0?si=KxTBSznsN0nVyaVZ,YouTube ,0:15:23,00:15:24,,TibetTV,Good,True,India,Uploaded,Group A,,,,,,,,,,,,,
324.0,STT_NW0311,"Kunleng News Aug 14, 2020 ཀུན་གླེང་གསར་འགྱུར། ༢༠༢༠ ཟླ་ ༨ ཚེས་༡༤",https://youtu.be/kxpFsJ2GC40?si=TuNnc0K2uW_2OJMk,YouTube ,00:17:59,00:17:59,,VOA  Tibetan,Good,True,US,Uploaded,Group A,,,,,,,,,,,,,
325.0,STT_NW0312,རྒྱ་མི་གཞོན་སྐྱེས་ཚོའི་མངོན་ཆུང་གི་ངོ་ལོག The Quite Revolt of Young Chinese,https://youtu.be/Tj80993yrrI?si=PW87JKOZTTU_aNgN,YouTube ,0:20:02,00:20:03,,VOA  Tibetan,Good,True,US,Uploaded,Group A,,,,,,,,,,,,,
326.0,STT_NW0313,"བདུན་ཕྲག་འདིའི་བོད་དོན་གསར་འགྱུར་ཕྱོགས་བསྡུས། ༢༠༢༤།༠༣།༡༥ Tibet This Week (Tibetan)-March 15, 2024",https://youtu.be/goaHzXDjc7E?si=vYHQk5D8f_aHnv1h,YouTube ,0:18:52,00:18:53,,TibetTV,Good,True,India,Uploaded,Group A,,,,,,,,,,,,,
